,district,month,year,domestic_visitors,foreign_visitors
78,Jogulamba Gadwal ,July,2018,114951,37
79,Jogulamba Gadwal ,August,2018,123733,42
80,Jogulamba Gadwal ,September,2018,121710,35
81,Jogulamba Gadwal ,October,2018,152898,13
82,Jogulamba Gadwal ,November,2018,128075,45
83,Jogulamba Gadwal ,December,2018,182333,11
84,Kamareddy ,January,2018,44,0
85,Kamareddy ,February,2018,44,0
86,Kamareddy ,March,2018,45,0
87,Kamareddy ,April,2018,45,0
88,Kamareddy ,May,2018,49,0
89,Kamareddy ,June,2018,56,0
90,Kamareddy ,July,2018,48,0
91,Kamareddy ,August,2018,55,0
92,Kamareddy ,September,2018,40,0
93,Kamareddy ,October,2018,62,0
94,Kamareddy ,November,2018,41,0
95,Kamareddy ,December,2018,43,0
96,Karimnagar ,January,2018,13505,0
97,Karimnagar ,February,2018,9330,0
98,Karimnagar ,March,2018,7205,0
99,Karimnagar ,April,2018,5830,0
100,Karimnagar ,May,2018,5689,0
101,Karimnagar ,June,2018,7180,0
102,Karimnagar ,July,2018,6686,0
103,Karimnagar ,August,2018,8480,0
104,Karimnagar ,September,2018,8480,0
105,Karimnagar ,October,2018,6118,0
106,Karimnagar ,November,2018,7145,0
107,Karimnagar ,December,2018,7800,0
108,Khammam,January,2018,110094,0
109,Khammam,February,2018,104444,0
110,Khammam,March,2018,127152,0
111,Khammam,April,2018,126553,0
112,Khammam,May,2018,135189,0
113,Khammam,June,2018,135988,0
114,Khammam,July,2018,85932,0
115,Khammam,August,2018,86309,0
116,Khammam,September,2018,143465,0
117,Khammam,October,2018,127645,0
118,Khammam,November,2018,99070,0
119,Khammam,December,2018,135600,0
120,Komaram Bheem Asifabad,January,2018,2863,0
121,Komaram Bheem Asifabad,February,2018,2736,0
122,Komaram Bheem Asifabad,March,2018,1826,0
123,Komaram Bheem Asifabad,April,2018,868,0
124,Komaram Bheem Asifabad,May,2018,793,0
125,Komaram Bheem Asifabad,June,2018,990,0
126,Komaram Bheem Asifabad,July,2018,1954,0
127,Komaram Bheem Asifabad,August,2018,2263,0
128,Komaram Bheem Asifabad,September,2018,1819,0
129,Komaram Bheem Asifabad,October,2018,2525,0
130,Komaram Bheem Asifabad,November,2018,1741,0
131,Komaram Bheem Asifabad,December,2018,2176,0
132,Mahabubabad ,January,2018,14000,0
133,Mahabubabad ,February,2018,14230,0
134,Mahabubabad ,March,2018,13110,0
135,Mahabubabad ,April,2018,12915,0
136,Mahabubabad ,May,2018,12865,0
137,Mahabubabad ,June,2018,13910,0
138,Mahabubabad ,July,2018,13970,0
139,Mahabubabad ,August,2018,13200,0
140,Mahabubabad ,September,2018,13420,0
141,Mahabubabad ,October,2018,13550,0
142,Mahabubabad ,November,2018,13700,0
143,Mahabubabad ,December,2018,17125,0
144,Mahbubnagar,January,2018,156153,45
145,Mahbubnagar,February,2018,788083,29
146,Mahbubnagar,March,2018,166863,28
147,Mahbubnagar,April,2018,196061,26
148,Mahbubnagar,May,2018,193478,26
149,Mahbubnagar,June,2018,165553,26
150,Mahbubnagar,July,2018,161841,47
151,Mahbubnagar,August,2018,169154,44
152,Mahbubnagar,September,2018,167833,52
153,Mahbubnagar,October,2018,193152,37
154,Mahbubnagar,November,2018,295910,68
155,Mahbubnagar,December,2018,198227,26
156,Mancherial,January,2018,71955,0
157,Mancherial,February,2018,38599,0
158,Mancherial,March,2018,20749,0
159,Mancherial,April,2018,38483,0
160,Mancherial,May,2018,26179,0
161,Mancherial,June,2018,31667,0
162,Mancherial,July,2018,27937,0
163,Mancherial,August,2018,31861,0
164,Mancherial,September,2018,23141,0
165,Mancherial,October,2018,30740,0
166,Mancherial,November,2018,25197,0
167,Mancherial,December,2018,31496,0
168,Medak ,January,2018,100000,0
169,Medak ,February,2018,1000000,0
170,Medak ,March,2018,600000,0
171,Medak ,April,2018,200000,0
172,Medak ,May,2018,300000,0
173,Medak ,June,2018,500000,0
174,Medak ,July,2018,150000,0
175,Medak ,August,2018,50000,0
176,Medak ,September,2018,100000,0
177,Medak ,October,2018,300000,0
178,Medak ,November,2018,200000,0
179,Medak ,December,2018,400000,0
180,Medchal ,January,2018,0,0
181,Medchal ,February,2018,0,0
182,Medchal ,March,2018,0,0
183,Medchal ,April,2018,0,0
184,Medchal ,May,2018,0,0
185,Medchal ,June,2018,0,0
186,Medchal ,July,2018,0,0
187,Medchal ,August,2018,0,0
188,Medchal ,September,2018,0,0
189,Medchal ,October,2018,0,0
190,Medchal ,November,2018,0,0
191,Medchal ,December,2018,0,0
192,Nagarkurnool ,January,2018,228812,35
193,Nagarkurnool ,February,2018,286258,15
194,Nagarkurnool ,March,2018,184508,14
195,Nagarkurnool ,April,2018,174592,15
196,Nagarkurnool ,May,2018,183697,19
197,Nagarkurnool ,June,2018,180010,15
198,Nagarkurnool ,July,2018,93450,17
199,Nagarkurnool ,August,2018,118010,22
200,Nagarkurnool ,September,2018,118449,22
201,Nagarkurnool ,October,2018,201050,8
202,Nagarkurnool ,November,2018,121452,30
203,Nagarkurnool ,December,2018,198637,10
204,Nalgonda,January,2018,36205,0
205,Nalgonda,February,2018,9971,0
206,Nalgonda,March,2018,9677,0
207,Nalgonda,April,2018,9779,0
208,Nalgonda,May,2018,10241,0
209,Nalgonda,June,2018,9066,0
210,Nalgonda,July,2018,9668,0
211,Nalgonda,August,2018,10135,0
212,Nalgonda,September,2018,21365,0
213,Nalgonda,October,2018,22332,0
214,Nalgonda,November,2018,5422,0
215,Nalgonda,December,2018,6777,0
216,Nirmal,January,2018,480241,0
217,Nirmal,February,2018,335447,0
218,Nirmal,March,2018,328099,0
219,Nirmal,April,2018,368645,0
220,Nirmal,May,2018,342650,0
221,Nirmal,June,2018,355197,0
222,Nirmal,July,2018,335356,0
223,Nirmal,August,2018,313910,2
224,Nirmal,September,2018,293859,0
225,Nirmal,October,2018,373291,0
226,Nirmal,November,2018,289169,0
227,Nirmal,December,2018,361461,0
228,Nizamabad,January,2018,2495,1
229,Nizamabad,February,2018,7152,0
230,Nizamabad,March,2018,2903,0
231,Nizamabad,April,2018,3550,0
232,Nizamabad,May,2018,5360,0
233,Nizamabad,June,2018,1761,0
234,Nizamabad,July,2018,5882,1
235,Nizamabad,August,2018,10525,0
236,Nizamabad,September,2018,475,0
237,Nizamabad,October,2018,490,0
238,Nizamabad,November,2018,475,0
239,Nizamabad,December,2018,355,0
240,Peddapalli,January,2018,2670,0
241,Peddapalli,February,2018,2695,0
242,Peddapalli,March,2018,2325,0
243,Peddapalli,April,2018,1940,0
244,Peddapalli,May,2018,1499,0
245,Peddapalli,June,2018,1580,0
246,Peddapalli,July,2018,1580,0
247,Peddapalli,August,2018,1595,0
248,Peddapalli,September,2018,1475,0
249,Peddapalli,October,2018,1545,0
250,Peddapalli,November,2018,1655,0
251,Peddapalli,December,2018,1695,0
252,Rajanna Sircilla ,January,2018,2238074,0
253,Rajanna Sircilla ,February,2018,1021787,0
254,Rajanna Sircilla ,March,2018,1022669,0
255,Rajanna Sircilla ,April,2018,833874,0
256,Rajanna Sircilla ,May,2018,1021952,0
257,Rajanna Sircilla ,June,2018,320886,0
258,Rajanna Sircilla ,July,2018,937720,0
259,Rajanna Sircilla ,August,2018,320952,0
260,Rajanna Sircilla ,September,2018,818693,0
261,Rajanna Sircilla ,October,2018,506563,0
262,Rajanna Sircilla ,November,2018,840933,0
263,Rajanna Sircilla ,December,2018,950128,0
264,Ranga Reddy,January,2018,0,0
265,Ranga Reddy,February,2018,0,0
266,Ranga Reddy,March,2018,0,0
267,Ranga Reddy,April,2018,0,0
268,Ranga Reddy,May,2018,0,0
269,Ranga Reddy,June,2018,0,0
270,Ranga Reddy,July,2018,0,0
271,Ranga Reddy,August,2018,0,0
272,Ranga Reddy,September,2018,0,0
273,Ranga Reddy,October,2018,0,0
274,Ranga Reddy,November,2018,0,0
275,Ranga Reddy,December,2018,0,0
276,Sangareddy ,January,2018,254000,0
277,Sangareddy ,February,2018,540000,0
278,Sangareddy ,March,2018,158500,0
279,Sangareddy ,April,2018,162500,0
280,Sangareddy ,May,2018,157000,0
281,Sangareddy ,June,2018,93500,0
282,Sangareddy ,July,2018,108600,0
283,Sangareddy ,August,2018,205000,0
284,Sangareddy ,September,2018,125000,0
285,Sangareddy ,October,2018,171800,0
286,Sangareddy ,November,2018,160000,0
287,Sangareddy ,December,2018,134000,0
288,Siddipet,January,2018,253000,0
289,Siddipet,February,2018,44000,0
290,Siddipet,March,2018,164800,0
291,Siddipet,April,2018,115000,0
292,Siddipet,May,2018,165200,0
293,Siddipet,June,2018,104300,0
294,Siddipet,July,2018,54000,0
295,Siddipet,August,2018,100000,0
296,Siddipet,September,2018,55000,0
297,Siddipet,October,2018,43000,0
298,Siddipet,November,2018,135000,0
299,Siddipet,December,2018,50000,0
300,Suryapet,January,2018,0,0
301,Suryapet,February,2018,0,0
302,Suryapet,March,2018,0,0
303,Suryapet,April,2018,0,0
304,Suryapet,May,2018,0,0
305,Suryapet,June,2018,0,0
306,Suryapet,July,2018,0,0
307,Suryapet,August,2018,0,0
308,Suryapet,September,2018,0,0
309,Suryapet,October,2018,0,0
310,Suryapet,November,2018,0,0
311,Suryapet,December,2018,0,0
312,Vikarabad,January,2018,0,0
313,Vikarabad,February,2018,0,0
314,Vikarabad,March,2018,0,0
315,Vikarabad,April,2018,0,0
316,Vikarabad,May,2018,0,0
317,Vikarabad,June,2018,0,0
318,Vikarabad,July,2018,0,0
319,Vikarabad,August,2018,0,0
320,Vikarabad,September,2018,0,0
321,Vikarabad,October,2018,0,0
322,Vikarabad,November,2018,0,0
323,Vikarabad,December,2018,0,0
324,Wanaparthy ,January,2018,28131,0
325,Wanaparthy ,February,2018,22341,0
326,Wanaparthy ,March,2018,20050,0
327,Wanaparthy ,April,2018,10550,0
328,Wanaparthy ,May,2018,11502,0
329,Wanaparthy ,June,2018,19092,0
330,Wanaparthy ,July,2018,32625,0
331,Wanaparthy ,August,2018,35860,0
332,Wanaparthy ,September,2018,32002,0
333,Wanaparthy ,October,2018,21234,0
334,Wanaparthy ,November,2018,32657,0
335,Wanaparthy ,December,2018,20556,0
336,Warangal (Rural),January,2018,25200,0
337,Warangal (Rural),February,2018,26300,0
338,Warangal (Rural),March,2018,26200,0
339,Warangal (Rural),April,2018,21600,0
340,Warangal (Rural),May,2018,22100,0
341,Warangal (Rural),June,2018,23100,0
342,Warangal (Rural),July,2018,25900,0
343,Warangal (Rural),August,2018,25700,0
344,Warangal (Rural),September,2018,25800,0
345,Warangal (Rural),October,2018,26000,0
346,Warangal (Rural),November,2018,24050,0
347,Warangal (Rural),December,2018,30062,0
348,Warangal (Urban),January,2018,137530,150
349,Warangal (Urban),February,2018,145750,185
350,Warangal (Urban),March,2018,140300,160
351,Warangal (Urban),April,2018,142510,150
352,Warangal (Urban),May,2018,143425,140
353,Warangal (Urban),June,2018,135615,130
354,Warangal (Urban),July,2018,136560,130
355,Warangal (Urban),August,2018,136760,135
356,Warangal (Urban),September,2018,138780,145
357,Warangal (Urban),October,2018,140948,160
358,Warangal (Urban),November,2018,144515,170
359,Warangal (Urban),December,2018,180643,187
360,Yadadri Bhongir,January,2018,2016000,0
361,Yadadri Bhongir,February,2018,3073872,0
362,Yadadri Bhongir,March,2018,2836580,0
363,Yadadri Bhongir,April,2018,692370,0
364,Yadadri Bhongir,May,2018,781842,0
365,Yadadri Bhongir,June,2018,577570,0
366,Yadadri Bhongir,July,2018,671156,0
367,Yadadri Bhongir,August,2018,526445,0
368,Yadadri Bhongir,September,2018,819350,0
369,Yadadri Bhongir,October,2018,586475,0
370,Yadadri Bhongir,November,2018,485208,0
371,Yadadri Bhongir,December,2018,606510,0
