,district,month,year,domestic_visitors,foreign_visitors
2287,Hanumakonda,August,2022,33640,0
2288,Hanumakonda,September,2022,34774,0
2289,Hanumakonda,October,2022,35347,9
2290,Hanumakonda,November,2022,35198,0
2291,Hanumakonda,December,2022,36985,0
2292,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,2022,956428,575
2293,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,2022,733747,592
2294,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,2022,818866,1907
2295,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,2022,776520,4959
2296,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,2022,1460904,7841
2297,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,2022,1435151,5241
2298,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,2022,816814,6972
2299,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,2022,933522,13256
2300,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,2022,1005418,7828
2301,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,2022,1724362,5206
2302,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,2022,1289350,4524
2303,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,2022,1622676,9275
2304,Jagtial,January,2022,321355,0
2305,Jagtial,February,2022,221928,0
2306,Jagtial,March,2022,369104,0
2307,Jagtial,April,2022,260082,0
2308,Jagtial,May,2022,209660,0
2309,Jagtial,June,2022,197988,0
2310,Jagtial,July,2022,95511,0
2311,Jagtial,August,2022,170922,0
2312,Jagtial,September,2022,97975,0
2313,Jagtial,October,2022,122002,0
2314,Jagtial,November,2022,169844,0
2315,Jagtial,December,2022,170504,0
2316,Jangaon,January,2022,6280,0
2317,Jangaon,February,2022,6610,0
2318,Jangaon,March,2022,6040,0
2319,Jangaon,April,2022,6100,0
2320,Jangaon,May,2022,6350,0
2321,Jangaon,June,2022,6180,0
2322,Jangaon,July,2022,5935,0
2323,Jangaon,August,2022,5890,0
2324,Jangaon,September,2022,5875,0
2325,Jangaon,October,2022,5675,0
2326,Jangaon,November,2022,5425,0
2327,Jangaon,December,2022,5275,0
2328,Jayashankar Bhoopalpally,January,2022,11091,0
2329,Jayashankar Bhoopalpally,February,2022,10939,0
2330,Jayashankar Bhoopalpally,March,2022,12166,0
2331,Jayashankar Bhoopalpally,April,2022,12600,0
2332,Jayashankar Bhoopalpally,May,2022,12713,0
2333,Jayashankar Bhoopalpally,June,2022,12792,0
2334,Jayashankar Bhoopalpally,July,2022,13668,0
2335,Jayashankar Bhoopalpally,August,2022,12500,0
2336,Jayashankar Bhoopalpally,September,2022,12414,0
2337,Jayashankar Bhoopalpally,October,2022,12209,0
2338,Jayashankar Bhoopalpally,November,2022,13838,0
2339,Jayashankar Bhoopalpally,December,2022,12704,0
2340,Jogulamba Gadwal,January,2022,159487,0
2341,Jogulamba Gadwal,February,2022,192389,0
2342,Jogulamba Gadwal,March,2022,171090,0
2343,Jogulamba Gadwal,April,2022,131186,0
2344,Jogulamba Gadwal,May,2022,131310,0
2345,Jogulamba Gadwal,June,2022,98046,0
2346,Jogulamba Gadwal,July,2022,97097,0
2347,Jogulamba Gadwal,August,2022,103708,0
2348,Jogulamba Gadwal,September,2022,102049,0
2349,Jogulamba Gadwal,October,2022,128895,0
2350,Jogulamba Gadwal,November,2022,133993,0
2351,Jogulamba Gadwal,December,2022,124264,0
2352,Kamareddy,January,2022,31,0
2353,Kamareddy,February,2022,41,0
2354,Kamareddy,March,2022,35,0
2355,Kamareddy,April,2022,42,0
2356,Kamareddy,May,2022,30,0
2357,Kamareddy,June,2022,32,0
2358,Kamareddy,July,2022,33,0
2359,Kamareddy,August,2022,50,0
2360,Kamareddy,September,2022,50,0
2361,Kamareddy,October,2022,52,0
2362,Kamareddy,November,2022,51,0
2363,Kamareddy,December,2022,48,0
2364,Karimnagar,January,2022,5011,0
2365,Karimnagar,February,2022,4564,0
2366,Karimnagar,March,2022,5979,0
2367,Karimnagar,April,2022,2259,0
2368,Karimnagar,May,2022,4620,0
2369,Karimnagar,June,2022,3175,0
2370,Karimnagar,July,2022,5235,0
2371,Karimnagar,August,2022,3620,0
2372,Karimnagar,September,2022,5095,0
2373,Karimnagar,October,2022,5625,0
2374,Karimnagar,November,2022,6115,0
2375,Karimnagar,December,2022,7440,0
2376,Khammam,January,2022,38645,0
2377,Khammam,February,2022,62355,0
2378,Khammam,March,2022,42502,0
2379,Khammam,April,2022,53897,0
2380,Khammam,May,2022,66404,0
2381,Khammam,June,2022,68590,0
2382,Khammam,July,2022,44448,0
2383,Khammam,August,2022,27651,0
2384,Khammam,September,2022,31088,0
2385,Khammam,October,2022,39455,0
2386,Khammam,November,2022,42806,0
2387,Khammam,December,2022,56856,0
2388,Komaram Bheem Asifabad,January,2022,619,0
2389,Komaram Bheem Asifabad,February,2022,679,0
2390,Komaram Bheem Asifabad,March,2022,689,0
2391,Komaram Bheem Asifabad,April,2022,397,0
2392,Komaram Bheem Asifabad,May,2022,549,0
2393,Komaram Bheem Asifabad,June,2022,684,0
2394,Komaram Bheem Asifabad,July,2022,587,0
2395,Komaram Bheem Asifabad,August,2022,642,0
2396,Komaram Bheem Asifabad,September,2022,813,0
2397,Komaram Bheem Asifabad,October,2022,802,0
2398,Komaram Bheem Asifabad,November,2022,1031,0
2399,Komaram Bheem Asifabad,December,2022,1213,0
2400,Mahabubabad,January,2022,3410,0
2401,Mahabubabad,February,2022,3370,0
2402,Mahabubabad,March,2022,3380,0
2403,Mahabubabad,April,2022,3550,0
2404,Mahabubabad,May,2022,3625,0
2405,Mahabubabad,June,2022,3415,0
2406,Mahabubabad,July,2022,3180,0
2407,Mahabubabad,August,2022,3270,0
2408,Mahabubabad,September,2022,3310,0
2409,Mahabubabad,October,2022,3240,0
2410,Mahabubabad,November,2022,3250,0
2411,Mahabubabad,December,2022,3180,0
2412,Mahbubnagar,January,2022,269141,0
2413,Mahbubnagar,February,2022,490326,0
2414,Mahbubnagar,March,2022,388498,0
2415,Mahbubnagar,April,2022,267529,0
2416,Mahbubnagar,May,2022,230417,0
2417,Mahbubnagar,June,2022,191442,0
2418,Mahbubnagar,July,2022,227062,0
2419,Mahbubnagar,August,2022,235700,0
2420,Mahbubnagar,September,2022,225500,0
2421,Mahbubnagar,October,2022,221400,0
2422,Mahbubnagar,November,2022,270200,0
2423,Mahbubnagar,December,2022,203200,0
2424,Mancherial,January,2022,9540,0
2425,Mancherial,February,2022,11210,0
2426,Mancherial,March,2022,10089,0
2427,Mancherial,April,2022,7847,0
2428,Mancherial,May,2022,9538,0
2429,Mancherial,June,2022,10244,0
2430,Mancherial,July,2022,11763,0
2431,Mancherial,August,2022,10255,0
2432,Mancherial,September,2022,10855,0
2433,Mancherial,October,2022,12198,0
2434,Mancherial,November,2022,11550,0
2435,Mancherial,December,2022,12346,0
2436,Medak,January,2022,12232,0
2437,Medak,February,2022,17705,0
2438,Medak,March,2022,1500322,0
2439,Medak,April,2022,70295,0
2440,Medak,May,2022,80288,0
2441,Medak,June,2022,45000,0
2442,Medak,July,2022,35488,0
2443,Medak,August,2022,30575,0
2444,Medak,September,2022,31773,0
2445,Medak,October,2022,45262,0
2446,Medak,November,2022,50234,0
2447,Medak,December,2022,42236,0
2448,Mulugu,January,2022,2547050,10
2449,Mulugu,February,2022,8049800,8
2450,Mulugu,March,2022,47500,9
2451,Mulugu,April,2022,48502,8
2452,Mulugu,May,2022,47342,8
2453,Mulugu,June,2022,47332,8
2454,Mulugu,July,2022,48355,8
2455,Mulugu,August,2022,50064,10
2456,Mulugu,September,2022,50503,10
2457,Mulugu,October,2022,51654,11
2458,Mulugu,November,2022,50273,10
2459,Mulugu,December,2022,49398,10
2460,Nagarkurnool,January,2022,198660,0
2461,Nagarkurnool,February,2022,128680,0
2462,Nagarkurnool,March,2022,147400,0
2463,Nagarkurnool,April,2022,188600,0
2464,Nagarkurnool,May,2022,131000,0
2465,Nagarkurnool,June,2022,101350,0
2466,Nagarkurnool,July,2022,116400,0
2467,Nagarkurnool,August,2022,126500,0
2468,Nagarkurnool,September,2022,124000,0
2469,Nagarkurnool,October,2022,136400,0
2470,Nagarkurnool,November,2022,139250,0
2471,Nagarkurnool,December,2022,140000,0
2472,Nalgonda & Suryapet,January,2022,18165,0
2473,Nalgonda & Suryapet,February,2022,12694,0
2474,Nalgonda & Suryapet,March,2022,11565,0
2475,Nalgonda & Suryapet,April,2022,8922,0
2476,Nalgonda & Suryapet,May,2022,12508,0
2477,Nalgonda & Suryapet,June,2022,17231,0
2478,Nalgonda & Suryapet,July,2022,21554,0
2479,Nalgonda & Suryapet,August,2022,30041,0
2480,Nalgonda & Suryapet,September,2022,22875,0
2481,Nalgonda & Suryapet,October,2022,31877,0
2482,Nalgonda & Suryapet,November,2022,17501,0
2483,Nalgonda & Suryapet,December,2022,20344,0
2484,Narayanpet,January,2022,23800,0
2485,Narayanpet,February,2022,99700,0
2486,Narayanpet,March,2022,130000,0
2487,Narayanpet,April,2022,170500,0
2488,Narayanpet,May,2022,15600,0
2489,Narayanpet,June,2022,11200,0
2490,Narayanpet,July,2022,12400,0
2491,Narayanpet,August,2022,11900,0
2492,Narayanpet,September,2022,10800,0
2493,Narayanpet,October,2022,9400,0
2494,Narayanpet,November,2022,11150,0
2495,Narayanpet,December,2022,15750,0
2496,Nirmal,January,2022,230377,0
2497,Nirmal,February,2022,278184,0
2498,Nirmal,March,2022,334135,0
2499,Nirmal,April,2022,275087,0
2500,Nirmal,May,2022,302772,0
2501,Nirmal,June,2022,389714,0
2502,Nirmal,July,2022,333767,0
2503,Nirmal,August,2022,344930,0
2504,Nirmal,September,2022,318387,0
2505,Nirmal,October,2022,325830,0
2506,Nirmal,November,2022,408666,0
2507,Nirmal,December,2022,363179,0
2508,Nizamabad,January,2022,12881,0
2509,Nizamabad,February,2022,75753,0
2510,Nizamabad,March,2022,106250,0
2511,Nizamabad,April,2022,10875,0
2512,Nizamabad,May,2022,17259,2
2513,Nizamabad,June,2022,16640,0
2514,Nizamabad,July,2022,11758,0
2515,Nizamabad,August,2022,19056,0
2516,Nizamabad,September,2022,16124,0
2517,Nizamabad,October,2022,28465,0
2518,Nizamabad,November,2022,43667,0
2519,Nizamabad,December,2022,38483,0
2520,Peddapalli,January,2022,1635,0
2521,Peddapalli,February,2022,1675,0
2522,Peddapalli,March,2022,478,0
2523,Peddapalli,April,2022,516,0
2524,Peddapalli,May,2022,1750,0
2525,Peddapalli,June,2022,620,0
2526,Peddapalli,July,2022,1550,0
2527,Peddapalli,August,2022,750,0
2528,Peddapalli,September,2022,765,0
2529,Peddapalli,October,2022,1835,0
2530,Peddapalli,November,2022,2185,0
2531,Peddapalli,December,2022,920,0
2532,Rajanna Sircilla,January,2022,685642,0
2533,Rajanna Sircilla,February,2022,622385,0
2534,Rajanna Sircilla,March,2022,544400,0
2535,Rajanna Sircilla,April,2022,472924,0
2536,Rajanna Sircilla,May,2022,559320,0
2537,Rajanna Sircilla,June,2022,538663,0
2538,Rajanna Sircilla,July,2022,217276,0
2539,Rajanna Sircilla,August,2022,476608,0
2540,Rajanna Sircilla,September,2022,285048,0
2541,Rajanna Sircilla,October,2022,316687,0
2542,Rajanna Sircilla,November,2022,390875,0
2543,Rajanna Sircilla,December,2022,394472,0
2544,Sangareddy,January,2022,115988,0
2545,Sangareddy,February,2022,130632,0
2546,Sangareddy,March,2022,417000,0
2547,Sangareddy,April,2022,72000,0
2548,Sangareddy,May,2022,82500,0
2549,Sangareddy,June,2022,81000,0
2550,Sangareddy,July,2022,85000,0
2551,Sangareddy,August,2022,160000,0
2552,Sangareddy,September,2022,129000,0
2553,Sangareddy,October,2022,151000,0
2554,Sangareddy,November,2022,180205,0
2555,Sangareddy,December,2022,160854,0
2556,Siddipet,January,2022,161000,0
2557,Siddipet,February,2022,222250,0
2558,Siddipet,March,2022,108750,0
2559,Siddipet,April,2022,114311,0
2560,Siddipet,May,2022,144239,0
2561,Siddipet,June,2022,104583,0
2562,Siddipet,July,2022,59832,0
2563,Siddipet,August,2022,106635,0
2564,Siddipet,September,2022,67500,0
2565,Siddipet,October,2022,78009,0
2566,Siddipet,November,2022,136709,0
2567,Siddipet,December,2022,113370,0
2568,Wanaparthy,January,2022,30000,0
2569,Wanaparthy,February,2022,19000,0
2570,Wanaparthy,March,2022,21000,0
2571,Wanaparthy,April,2022,22250,0
2572,Wanaparthy,May,2022,17000,0
2573,Wanaparthy,June,2022,12200,0
2574,Wanaparthy,July,2022,13200,0
2575,Wanaparthy,August,2022,15700,0
2576,Wanaparthy,September,2022,13000,0
2577,Wanaparthy,October,2022,12000,0
2578,Wanaparthy,November,2022,12600,0
2579,Wanaparthy,December,2022,12000,0
2580,Warangal,January,2022,5810,0
2581,Warangal,February,2022,5543,0
2582,Warangal,March,2022,5650,0
2583,Warangal,April,2022,6626,0
2584,Warangal,May,2022,6500,0
2585,Warangal,June,2022,6459,0
2586,Warangal,July,2022,7285,0
2587,Warangal,August,2022,15724,11
2588,Warangal,September,2022,14681,13
2589,Warangal,October,2022,14476,0
2590,Warangal,November,2022,14631,12
2591,Warangal,December,2022,14550,11
2592,Yadadri Bhongir,January,2022,550000,0
2593,Yadadri Bhongir,February,2022,500000,0
2594,Yadadri Bhongir,March,2022,600000,0
2595,Yadadri Bhongir,April,2022,651276,0
2596,Yadadri Bhongir,May,2022,801312,0
2597,Yadadri Bhongir,June,2022,762672,0
2598,Yadadri Bhongir,July,2022,370064,0
2599,Yadadri Bhongir,August,2022,597045,0
2600,Yadadri Bhongir,September,2022,328666,0
2601,Yadadri Bhongir,October,2022,640912,0
2602,Yadadri Bhongir,November,2022,751364,0
2603,Yadadri Bhongir,December,2022,1012272,0
